timestamp,AAPL,TSLA,INTC,NVAX,FIVN,EQIX,MIRM
11:22:00,0,0,0,0,0,0,0
11:23:00,0,0,0,0,0,0,0
11:24:00,0,0,0,0,0,0,0
11:25:00,0,0,0,0,0,0,0
11:26:00,0,0,0,0,0,0,0
11:27:00,0,0,0,0,0,0,0
11:28:00,0,0,0,0,0,0,0
11:29:00,0,0,0,0,0,0,0
11:30:00,0,0,0,0,0,0,0
11:31:00,0,0,0,0,0,0,0
11:32:00,0,0,0,0,0,0,0
11:33:00,0,0,0,0,0,0,0
11:34:00,0,0,0,0,0,0,0
11:35:00,0,0,0,0,0,0,0
11:36:00,0,0,0,0,0,0,0
11:37:00,0,0,0,0,0,0,0
11:38:00,0,0,0,0,0,0,0
11:39:00,0,0,0,0,0,0,0
11:40:00,0,0,0,0,0,0,100
11:41:00,0,0,0,0,0,0,100
11:42:00,0,0,0,0,0,0,100
11:43:00,0,0,0,0,0,0,100
11:44:00,0,0,0,0,0,0,100
11:45:00,0,0,0,0,0,0,100
11:46:00,0,0,0,0,0,0,100
11:47:00,0,0,0,0,0,0,100
11:48:00,0,0,0,0,0,0,100
11:49:00,0,0,0,0,0,0,100
11:50:00,0,0,0,0,0,0,100
11:51:00,0,0,0,0,0,0,100
11:52:00,0,0,0,0,0,0,100
11:53:00,0,0,100,0,0,0,100
11:54:00,0,0,100,0,0,0,100
11:55:00,0,0,100,0,0,0,100
11:56:00,0,0,100,0,0,0,100
11:57:00,0,0,100,0,0,0,100
11:58:00,0,0,100,0,0,0,100
11:59:00,0,0,100,0,0,0,100
12:00:00,0,0,100,0,0,0,100
12:01:00,0,0,100,0,0,0,100
12:02:00,0,0,100,0,0,0,100
12:03:00,0,0,100,0,0,0,100
12:04:00,0,0,100,0,0,0,100
12:05:00,0,0,100,0,0,0,100
12:06:00,0,0,100,0,0,0,100
12:07:00,0,0,100,0,0,0,100
12:08:00,0,0,100,0,0,0,100
12:09:00,0,0,100,0,0,0,100
12:10:00,0,0,100,0,0,0,100
12:11:00,0,0,100,0,0,0,100
12:12:00,0,0,100,0,0,0,100
12:13:00,0,0,100,0,0,0,100
12:14:00,0,0,100,0,0,0,100
12:15:00,0,0,100,0,0,0,100
12:16:00,0,0,100,0,0,0,100
12:17:00,0,0,100,0,0,0,100
12:18:00,0,0,100,0,0,0,100
12:19:00,0,0,100,0,0,0,100
12:20:00,0,0,100,0,0,0,100
12:21:00,0,0,100,0,0,0,100
12:22:00,0,0,100,0,0,0,100
12:23:00,0,0,100,0,0,0,100
12:24:00,0,0,100,0,0,0,100
12:25:00,0,0,100,0,0,0,100
12:26:00,0,0,100,0,0,0,100
12:27:00,0,0,100,0,0,0,100
12:28:00,0,0,100,0,0,0,100
12:29:00,0,0,100,0,0,0,100
12:30:00,0,0,100,0,0,0,100
12:31:00,0,0,100,0,0,0,100
12:32:00,0,0,100,0,0,0,100
12:33:00,0,0,100,0,0,0,100
12:34:00,0,0,100,0,0,0,100
12:35:00,0,0,100,0,0,0,100
12:36:00,0,0,100,0,0,0,100
12:37:00,0,0,100,0,0,0,100
12:38:00,0,0,100,0,0,0,100
12:39:00,0,0,100,0,0,0,100
12:40:00,0,0,100,0,0,0,0
12:41:00,0,0,100,0,0,0,0
12:42:00,0,0,100,0,0,0,0
12:43:00,0,0,100,0,0,0,0
12:44:00,0,0,100,0,0,0,0
12:45:00,0,0,100,0,0,0,0
12:46:00,0,0,100,0,0,0,0
12:47:00,0,0,100,0,0,0,0
12:48:00,0,0,100,0,0,0,0
12:49:00,0,0,100,0,0,0,0
12:50:00,0,0,100,0,0,0,0
12:51:00,0,0,100,0,0,0,0
12:52:00,0,0,100,0,0,0,0
12:53:00,0,0,0,0,0,0,0
12:54:00,0,0,0,0,0,0,0
12:55:00,0,0,0,0,0,0,0
12:56:00,0,0,0,0,0,0,0
12:57:00,0,0,0,0,0,0,0
12:58:00,0,0,0,0,0,0,0
12:59:00,0,0,0,0,0,0,0
13:00:00,0,0,0,0,0,0,0
13:01:00,0,0,0,0,0,0,0
13:02:00,0,0,0,0,0,0,0
13:03:00,0,0,0,0,0,0,0
13:04:00,0,0,0,0,0,0,0
13:05:00,0,0,0,0,0,0,0
13:06:00,0,0,0,0,0,0,0
13:07:00,0,0,0,0,0,0,0
13:08:00,0,0,0,0,0,0,0
13:09:00,0,0,0,0,0,0,0
13:10:00,0,0,0,0,0,0,0
13:11:00,0,0,0,0,0,0,0
13:12:00,0,0,0,0,0,0,0
13:13:00,0,0,0,0,0,0,0
13:14:00,0,0,0,0,0,0,0
13:15:00,0,0,0,0,0,0,0
13:16:00,0,0,0,0,0,0,0
13:17:00,0,0,0,0,0,0,0
13:18:00,0,0,0,0,0,0,0
13:19:00,0,0,0,0,0,0,0
13:20:00,0,0,0,0,0,0,0
13:21:00,0,0,0,0,0,0,0
13:22:00,0,0,0,0,0,0,0
13:23:00,0,0,0,0,0,0,0
13:24:00,0,0,0,0,0,0,0
13:25:00,0,0,0,0,0,0,0
13:26:00,0,0,0,0,0,0,0
13:27:00,0,0,0,0,0,0,0
13:28:00,0,0,0,0,0,0,0
13:29:00,0,0,0,0,0,0,0
13:30:00,0,0,0,0,0,0,0
13:31:00,0,0,0,0,0,0,0
13:32:00,0,0,0,0,0,0,0
13:33:00,0,0,0,0,0,0,0
13:34:00,0,0,0,0,0,0,0
13:35:00,0,0,0,0,0,0,0
13:36:00,0,0,0,0,0,0,0
13:37:00,0,0,0,0,0,0,0
13:38:00,0,0,0,0,0,0,0
13:39:00,0,0,0,0,0,0,0
13:40:00,0,0,0,0,0,0,0
13:41:00,0,0,0,0,0,0,0
13:42:00,0,0,0,0,0,0,0
13:43:00,0,0,0,0,0,0,0
13:44:00,0,0,0,0,0,0,0
13:45:00,0,0,0,0,0,0,0
13:46:00,0,0,0,0,0,0,0
13:47:00,0,0,0,0,0,0,0
13:48:00,0,0,0,0,0,0,0
13:49:00,0,0,0,0,0,0,0
13:50:00,0,0,0,0,0,0,0
13:51:00,0,0,0,0,0,0,0
13:52:00,0,0,0,0,0,0,0
13:53:00,0,0,0,0,0,0,0
13:54:00,0,0,0,0,0,0,0
13:55:00,0,0,0,0,0,0,0
13:56:00,0,0,0,0,0,0,0
13:57:00,0,0,100,0,0,0,0
13:58:00,0,0,100,0,0,0,0
13:59:00,0,0,100,0,0,0,0
14:00:00,0,0,100,0,0,0,0
14:01:00,0,0,100,0,0,0,0
14:02:00,0,0,100,0,0,0,0
14:03:00,0,0,100,0,0,0,0
14:04:00,0,0,100,0,0,0,0
14:05:00,0,0,100,0,0,0,0
14:06:00,0,0,100,0,0,0,0
14:07:00,0,0,100,0,0,0,0
14:08:00,0,0,100,0,0,0,0
14:09:00,0,0,100,0,0,0,0
14:10:00,0,0,100,0,0,0,0
14:11:00,0,0,100,0,0,0,0
14:12:00,0,0,100,0,0,0,0
14:13:00,0,0,100,0,0,0,0
14:14:00,0,0,100,0,0,0,0
14:15:00,0,0,100,0,0,0,0
14:16:00,0,0,100,0,0,0,0
14:17:00,0,0,100,0,0,0,0
14:18:00,0,0,100,0,0,0,0
14:19:00,0,0,100,0,0,0,0
14:20:00,0,0,100,0,0,0,0
14:21:00,0,0,100,0,0,0,0
14:22:00,0,0,100,0,0,0,0
14:23:00,0,0,100,0,0,0,0
14:24:00,0,0,100,0,0,0,0
14:25:00,0,0,100,0,0,0,0
14:26:00,0,0,100,0,0,0,0
14:27:00,0,0,100,0,0,0,0
14:28:00,0,0,100,0,0,0,0
14:29:00,0,0,100,0,0,0,0
14:30:00,0,0,100,0,0,0,0
14:31:00,0,0,100,0,0,0,0
14:32:00,0,0,100,0,0,0,0
14:33:00,0,0,100,0,0,0,0
14:34:00,0,0,100,0,0,0,0
14:35:00,0,0,100,0,0,0,0
14:36:00,0,0,100,0,0,0,0
14:37:00,0,0,100,0,0,0,0
14:38:00,0,0,100,0,0,0,0
14:39:00,0,0,100,0,0,0,0
14:40:00,0,0,100,0,0,0,0
14:41:00,0,0,100,0,0,0,0
14:42:00,0,0,100,0,0,0,0
14:43:00,0,0,100,0,0,0,0
14:44:00,0,0,100,0,0,0,0
14:45:00,0,0,100,0,0,0,0
14:46:00,0,0,100,0,0,0,0
14:47:00,0,0,100,0,0,0,0
14:48:00,0,0,100,0,0,0,0
14:49:00,0,0,100,0,0,0,0
14:50:00,0,0,100,0,0,0,0
14:51:00,0,0,100,0,0,0,0
14:52:00,0,0,100,0,0,0,0
14:53:00,0,0,100,0,0,0,0
14:54:00,0,0,100,0,0,0,0
14:55:00,0,0,100,0,0,0,0
14:56:00,0,0,100,0,0,0,0
14:57:00,0,0,0,0,0,0,0
14:58:00,0,0,0,0,0,0,0
14:59:00,0,0,0,0,0,0,0
15:00:00,0,0,0,0,0,0,0
15:01:00,0,0,0,0,0,0,0
15:02:00,0,0,0,0,0,0,0
15:03:00,0,0,0,0,0,0,0
15:04:00,0,0,0,0,0,0,0
15:05:00,0,0,0,0,0,0,0
15:06:00,0,0,0,0,0,0,0
15:07:00,0,0,0,0,0,0,0
15:08:00,0,0,0,0,0,0,0
15:09:00,0,0,0,0,0,0,0
15:10:00,0,0,0,0,0,0,0
15:11:00,0,0,0,0,0,0,0
15:12:00,0,0,0,0,0,0,0
15:13:00,0,0,0,0,0,0,0
15:14:00,0,0,0,0,0,0,0
15:15:00,0,0,0,0,0,0,0
15:16:00,0,0,0,0,0,0,0
15:17:00,0,0,0,0,0,0,0
15:18:00,0,0,0,0,0,0,0
15:19:00,0,0,0,0,0,0,0
15:20:00,0,0,0,0,0,0,0
15:21:00,0,0,0,0,0,0,0
15:22:00,0,0,0,0,0,0,0
15:23:00,0,0,0,0,0,0,0
15:24:00,0,0,0,0,0,0,0
15:25:00,0,0,0,0,0,0,0
15:26:00,0,0,0,0,0,0,0
15:27:00,0,0,0,0,0,0,0
15:28:00,0,0,0,0,0,0,0
15:29:00,0,0,0,0,0,0,0
15:30:00,0,0,0,0,0,0,0
15:31:00,0,0,0,0,0,0,0
15:32:00,0,0,0,0,0,0,0
15:33:00,0,0,0,0,0,0,0
15:34:00,0,0,0,0,0,0,0
15:35:00,0,0,0,0,0,0,0
15:36:00,0,0,0,0,0,0,0
15:37:00,0,0,0,0,0,0,0
15:38:00,0,0,0,0,0,0,0
15:39:00,0,0,0,0,0,0,0
15:40:00,0,0,0,0,0,0,0
15:41:00,0,0,0,0,0,0,0
15:42:00,0,0,0,0,0,0,0
15:43:00,0,0,0,0,0,0,0
15:44:00,0,0,0,0,0,0,0
15:45:00,0,0,0,0,0,0,0
15:46:00,0,0,0,0,0,0,0
15:47:00,0,0,0,0,0,0,0
15:48:00,0,0,0,0,0,0,0
15:49:00,0,0,0,0,0,0,0
15:50:00,0,0,0,0,0,0,0
15:51:00,0,0,0,0,0,0,0
15:52:00,0,0,0,0,0,0,0
15:53:00,0,0,0,0,0,0,0
15:54:00,0,0,0,0,0,0,0
15:55:00,0,0,0,0,0,0,0
15:56:00,0,0,0,0,0,0,0
15:57:00,0,0,0,0,0,0,0
15:58:00,0,0,0,0,0,0,0
15:59:00,0,0,0,0,0,0,0
16:00:00,0,0,0,0,0,0,0
16:01:00,0,0,0,0,0,0,0
16:02:00,0,0,0,0,0,0,0
16:03:00,0,0,0,0,0,0,0
16:04:00,0,0,0,0,0,0,0
16:05:00,0,0,0,0,0,0,0
16:06:00,0,0,0,0,0,0,0
16:07:00,0,0,0,0,0,0,0
16:08:00,0,0,0,0,0,0,0
16:09:00,0,0,0,0,0,0,0
16:10:00,0,0,0,0,0,0,0
16:11:00,0,0,0,0,0,0,0
16:12:00,0,0,0,0,0,0,0
16:13:00,0,0,0,0,0,0,0
16:14:00,0,0,0,0,0,0,0
16:15:00,0,0,0,0,0,0,0
16:16:00,0,0,0,0,0,0,0
16:17:00,0,0,0,0,0,0,0
16:18:00,0,0,0,0,0,0,0
16:19:00,0,0,0,0,0,0,0
16:20:00,0,0,0,0,0,0,0
16:21:00,0,0,0,0,0,0,0
16:22:00,0,0,0,0,0,0,0
16:23:00,0,0,0,0,0,0,0
16:24:00,0,0,0,0,0,0,0
16:25:00,0,0,0,0,0,0,0
16:26:00,0,0,0,0,0,0,0
16:27:00,0,0,0,0,0,0,0
16:28:00,0,0,0,0,0,0,0
16:29:00,0,0,0,0,0,0,0
16:30:00,0,0,0,0,0,0,0
16:31:00,0,0,0,0,0,0,0
16:32:00,0,0,0,0,0,0,0
16:33:00,0,0,0,0,0,0,0
16:34:00,0,0,0,0,0,0,0
16:35:00,0,0,0,0,0,0,0
16:36:00,0,0,0,0,0,0,0
16:37:00,0,0,0,0,0,0,0
16:38:00,0,0,0,0,0,0,0
16:39:00,0,0,0,0,0,0,0
16:40:00,0,0,0,0,0,0,0
16:41:00,0,0,0,0,0,0,0
16:42:00,0,0,0,0,0,0,0
16:43:00,0,0,0,0,0,0,0
16:44:00,0,0,0,0,0,0,0
16:45:00,0,0,0,0,0,0,0
16:46:00,0,0,0,0,0,0,0
16:47:00,0,0,0,0,0,0,0
16:48:00,0,0,0,0,0,0,0
16:49:00,0,0,0,0,100,0,0
16:50:00,0,0,0,0,100,0,0
16:51:00,0,0,0,0,100,0,0
16:52:00,0,0,0,0,100,0,0
16:53:00,0,0,0,0,100,0,0
16:54:00,0,0,0,0,100,100,0
16:55:00,0,0,0,0,100,100,0
16:56:00,0,0,0,0,100,100,0
16:57:00,0,0,0,0,100,100,0
16:58:00,0,0,0,0,100,100,0
16:59:00,0,0,0,0,100,100,0
17:00:00,0,0,0,0,100,100,0
17:01:00,0,0,0,0,100,100,0
17:02:00,0,0,0,0,100,100,0
17:03:00,0,0,0,0,100,100,0
17:04:00,0,0,0,0,100,100,0
17:05:00,0,0,0,0,100,100,0
17:06:00,0,0,0,0,100,100,0
17:07:00,0,0,0,0,100,100,0
17:08:00,0,0,0,0,100,100,0
17:09:00,0,0,0,0,100,100,0
17:10:00,0,0,0,0,100,100,0
17:11:00,0,0,0,0,100,100,0
17:12:00,0,0,0,0,100,100,0
17:13:00,0,0,0,0,100,100,0
17:14:00,0,0,0,0,100,100,0
17:15:00,0,0,0,0,100,100,0
17:16:00,0,0,0,0,100,100,0
17:17:00,0,0,0,0,100,100,0
17:18:00,0,0,0,0,100,100,0
17:19:00,0,0,0,0,100,100,0
17:20:00,0,0,0,0,100,100,0
17:21:00,0,0,0,0,100,100,0
17:22:00,0,0,0,0,100,100,0
17:23:00,0,0,0,0,100,100,0
17:24:00,0,0,0,0,100,100,0
17:25:00,0,0,0,0,100,100,0
17:26:00,100,0,0,0,100,100,0
17:27:00,100,0,0,0,100,100,0
17:28:00,100,0,0,0,100,100,0
17:29:00,100,0,0,0,100,100,0
17:30:00,100,0,0,0,100,100,0
17:31:00,100,0,0,0,100,100,0
17:32:00,100,0,0,0,100,100,0
17:33:00,100,0,0,0,100,100,0
17:34:00,100,0,0,0,100,100,0
17:35:00,100,0,0,0,100,100,0
17:36:00,100,0,0,0,100,100,0
17:37:00,100,0,0,0,100,100,0
17:38:00,100,0,0,0,100,100,0
17:39:00,100,0,0,0,100,100,0
17:40:00,100,0,0,0,100,100,0
17:41:00,100,0,0,0,100,100,0
17:42:00,100,0,0,100,100,100,0
17:43:00,100,0,0,100,100,100,0
17:44:00,100,0,0,100,100,100,0
17:45:00,100,0,0,100,100,100,0
17:46:00,100,0,0,100,100,100,0
17:47:00,100,0,0,100,100,100,0
17:48:00,100,0,0,100,100,100,0
17:49:00,100,0,0,100,0,100,0
17:50:00,100,0,0,100,0,100,0
17:51:00,100,0,0,100,0,100,0
17:52:00,100,100,0,100,0,100,0
17:53:00,100,100,0,100,0,100,0
17:54:00,100,200,0,100,0,0,0
17:55:00,100,200,0,100,0,0,0
17:56:00,100,200,0,100,0,0,0
17:57:00,100,200,0,100,0,0,0
17:58:00,100,200,0,100,0,0,0
17:59:00,100,200,0,100,0,0,0
18:00:00,100,200,0,100,0,0,0
18:01:00,100,200,0,100,0,0,0
18:02:00,100,200,0,100,0,0,0
18:03:00,100,200,0,100,0,0,0
18:04:00,100,200,0,100,0,0,0
18:05:00,100,200,0,100,0,0,0
18:06:00,100,200,0,100,0,0,0
18:07:00,100,200,0,100,0,0,0
18:08:00,100,200,0,100,0,0,0
18:09:00,100,200,0,100,0,0,0
18:10:00,100,200,0,100,0,0,0
18:11:00,100,200,0,100,0,0,0
18:12:00,100,200,0,100,0,0,0
18:13:00,100,200,0,100,0,0,0
18:14:00,100,200,0,100,0,0,0
18:15:00,100,200,0,100,0,0,0
18:16:00,100,200,0,100,0,0,0
18:17:00,100,200,0,100,0,0,0
18:18:00,100,200,0,100,0,0,0
18:19:00,100,200,0,100,0,0,0
18:20:00,100,200,0,100,0,0,0
18:21:00,100,200,0,100,0,0,0
18:22:00,100,200,0,100,0,0,0
18:23:00,100,200,0,100,0,0,0
18:24:00,100,200,0,100,0,0,0
18:25:00,100,200,0,100,0,0,0
18:26:00,0,200,0,100,0,0,0
18:27:00,0,200,0,100,0,0,0
18:28:00,0,200,0,100,0,0,0
18:29:00,0,200,0,100,0,0,0
18:30:00,0,200,0,100,0,0,0
18:31:00,0,200,0,100,0,0,0
18:32:00,0,200,0,100,0,0,0
18:33:00,0,200,0,100,0,0,0
18:34:00,0,200,0,100,0,0,0
18:35:00,0,200,0,100,0,0,0
18:36:00,0,200,0,100,0,0,0
18:37:00,0,200,0,100,0,0,0
18:38:00,0,200,0,100,0,0,0
18:39:00,0,200,0,100,0,0,0
18:40:00,0,200,0,100,0,0,0
18:41:00,0,200,0,100,0,0,0
18:42:00,0,200,0,0,0,0,0
18:43:00,0,200,0,0,0,0,0
18:44:00,0,200,0,0,0,0,0
18:45:00,0,200,0,0,0,0,0
18:46:00,0,200,0,0,0,0,0
18:47:00,0,200,0,0,0,0,0
18:48:00,0,200,0,0,0,0,0
18:49:00,0,200,0,0,0,0,0
18:50:00,0,200,0,0,0,0,0
18:51:00,0,200,0,0,0,0,0
18:52:00,0,100,0,0,0,0,0
18:53:00,0,100,0,0,0,0,0
18:54:00,0,0,0,0,0,0,0
18:55:00,0,0,0,0,0,0,0
18:56:00,0,0,0,0,0,0,0
18:57:00,0,0,0,0,0,0,0
18:58:00,0,0,0,0,0,0,0
18:59:00,0,0,0,0,0,0,0
19:00:00,0,0,0,0,0,0,0
19:01:00,0,0,0,0,0,0,0
19:02:00,0,0,0,0,0,0,0
19:03:00,0,0,0,0,0,0,0
19:04:00,0,0,0,0,0,0,0
19:05:00,0,0,0,0,0,0,0
19:06:00,0,0,0,0,0,0,0
19:07:00,0,0,0,0,0,0,0
19:08:00,0,0,0,0,0,0,0
19:09:00,0,0,0,0,0,0,0
19:10:00,0,0,0,0,0,0,0
19:11:00,0,0,0,0,0,0,0
19:12:00,0,0,0,0,0,0,0
19:13:00,0,0,0,0,0,0,0
19:14:00,0,0,0,0,0,0,0
19:15:00,0,0,0,0,0,0,0
19:16:00,0,0,0,0,0,0,0
19:17:00,0,0,0,0,0,0,0
19:18:00,0,0,0,0,0,0,0
19:19:00,0,0,0,0,0,0,0
19:20:00,0,0,0,0,0,0,0
19:21:00,0,0,0,0,0,0,0
19:22:00,0,0,0,0,0,0,0
19:23:00,0,0,0,0,0,0,0
19:24:00,0,0,0,0,0,0,0
19:25:00,0,0,0,0,0,0,0
19:26:00,0,0,0,0,0,0,0
19:27:00,0,0,0,0,0,0,0
19:28:00,0,0,0,0,0,0,0
19:29:00,0,0,0,0,0,0,0
19:30:00,0,0,0,0,0,0,0
19:31:00,0,0,0,0,0,0,0
19:32:00,0,0,0,0,0,0,0
19:33:00,0,0,0,0,0,0,0
19:34:00,0,0,0,0,0,0,0
19:35:00,0,0,0,0,0,0,0
19:36:00,0,0,0,0,0,0,0
19:37:00,0,0,0,0,0,0,0
19:38:00,0,0,0,0,0,0,0
19:39:00,0,0,0,0,0,0,0
19:40:00,0,0,0,0,0,0,0
19:41:00,0,0,0,0,0,0,0
